fuente;numero victima;municipio id;municipio nombre;fecha hecho;hora hecho;momento hecho;edad;sexo;clase victima;vehiculo victima;tipo via;tipo incidente;clima
Ministerio de Seguridad;1-2017-24;60778;San Vicente;11/02/2017;13:10:00;Diurno;1;Masculino;Acompañante;Automóvil;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-25;60466;Lezama;11/02/2017;10:00:00;Diurno;56;Femenino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-328;60655;Punta Indio;11/02/2017;14:00:00;Diurno;1;Femenino;Acompañante;Automóvil;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-398;60515;Malvinas Argentinas;11/02/2017;22:00:00;Nocturno;2;Masculino;Pasajero;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-992;60070;Baradero;11/02/2017;15:00:00;Diurno;49;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1124;60778;San Vicente;12/02/2017;6:55:00;Nocturno;28;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-176;60218;Chascomús;12/02/2017;21:00:00;Nocturno;56;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-23;60070;Baradero;12/02/2017;21:10:00;Nocturno;56;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-510;60410;Ituzaingó;12/02/2017;5:10:00;Nocturno;23;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Nublado
Ministerio de Seguridad;1-2017-541;60056;Bahía Blanca;12/02/2017;0:08:00;Nocturno;31;Masculino;Pasajero;Automóvil;Ruta provincial;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-542;60056;Bahía Blanca;12/02/2017;23:50:00;Nocturno;6;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-651;;;12/02/2017;4:20:00;Nocturno;48;Femenino;Acompañante;Motocicleta;Autopista provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-789;;;12/02/2017;5:00:00;Nocturno;20;Femenino;Acompañante;Motocicleta;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-826;;;12/02/2017;6:00:00;Nocturno;21;Masculino;Peatón;Peatón;Autopista provincial;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-1045;60007;Adolfo Alsina;13/02/2017;21:00:00;Nocturno;33;Masculino;Conductor;Bicicleta;Calle;Otro modo;Sin especificar
Ministerio de Seguridad;1-2017-375;60778;San Vicente;13/02/2017;0:50:00;Nocturno;15;Femenino;Acompañante;Motocicleta;Sin especificar;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-466;;;14/02/2017;8:00:00;Diurno;65;Masculino;Conductor;Camioneta;Calle;Colisión vehículo/Vehículo;Bueno
Egresos hospitalarios;2-2017-1249;60274;Florencio Varela;14/02/2017;Sin especificar;Sin especificar;25;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-543;60270;Ezeiza;16/02/2017;12:00:00;Diurno;93;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-26;60134;Cañuelas;17/02/2017;23:30:00;Nocturno;37;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-511;60410;Ituzaingó;17/02/2017;17:00:00;Diurno;16;Masculino;Conductor;Otro;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1048;60098;Berisso;18/02/2017;23:15:00;Nocturno;Sin especificar;Masculino;Acompañante;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-27;60515;Malvinas Argentinas;18/02/2017;6:00:00;Nocturno;14;Masculino;Acompañante;Automóvil;Autopista provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-28;60070;Baradero;18/02/2017;9:30:00;Diurno;61;Femenino;Acompañante;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-29;60134;Cañuelas;18/02/2017;9:30:00;Diurno;63;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-30;60412;José C. Paz;18/02/2017;9:30:00;Diurno;28;Masculino;Acompañante;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-31;60412;José C. Paz;18/02/2017;9:30:00;Diurno;34;Masculino;Acompañante;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-652;;;18/02/2017;18:30:00;Diurno;31;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-653;;;18/02/2017;18:30:00;Diurno;27;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-993;60274;Florencio Varela;18/02/2017;5:50:00;Nocturno;26;Femenino;Peatón;Peatón;Sin especificar;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-1125;60028;Almirante Brown;19/02/2017;6:20:00;Nocturno;29;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1126;60270;Ezeiza;19/02/2017;19:30:00;Nocturno;31;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-596;60056;Bahía Blanca;19/02/2017;20:05:00;Nocturno;7;Masculino;Acompañante;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-1047;60270;Ezeiza;20/02/2017;19:00:00;Diurno;39;Masculino;Conductor;Bicicleta;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-229;60270;Ezeiza;20/02/2017;6:00:00;Nocturno;28;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-521;60515;Malvinas Argentinas;20/02/2017;4:00:00;Nocturno;24;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-865;60218;Chascomús;20/02/2017;6:15:00;Nocturno;24;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-994;60274;Florencio Varela;20/02/2017;6:30:00;Nocturno;Sin especificar;Masculino;Acompañante;Automóvil;Autopista provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-288;60515;Malvinas Argentinas;22/02/2017;11:30:00;Diurno;Sin especificar;Masculino;Acompañante;Sin especificar;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-581;60098;Berisso;22/02/2017;20:40:00;Nocturno;70;Femenino;Conductor;Bicicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-725;;;22/02/2017;19:00:00;Diurno;74;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Egresos hospitalarios;2-2017-1294;;;22/02/2017;Sin especificar;Sin especificar;63;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1049;60270;Ezeiza;23/02/2017;21:30:00;Nocturno;30;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-727;;;23/02/2017;10:30:00;Diurno;82;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-230;60466;Lezama;24/02/2017;11:00:00;Diurno;26;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Egresos hospitalarios;2-2017-1209;60028;Almirante Brown;24/02/2017;Sin especificar;Sin especificar;39;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-34;60098;Berisso;25/02/2017;17:45:00;Diurno;52;Masculino;Conductor;Motocicleta;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-726;60778;San Vicente;25/02/2017;19:30:00;Nocturno;69;Masculino;Sin especificar;Motocicleta;Calle;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1243;60515;Malvinas Argentinas;25/02/2017;Sin especificar;Sin especificar;37;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1127;60515;Malvinas Argentinas;26/02/2017;9:40:00;Diurno;44;Masculino;Conductor;Bicicleta;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-177;60134;Cañuelas;26/02/2017;5:50:00;Nocturno;21;Masculino;Conductor;Motocicleta;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-597;60056;Bahía Blanca;26/02/2017;10:45:00;Diurno;43;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-598;60778;San Vicente;26/02/2017;10:45:00;Diurno;12;Femenino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-32;60134;Cañuelas;27/02/2017;8:50:00;Diurno;64;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-33;60098;Berisso;27/02/2017;8:50:00;Diurno;60;Femenino;Acompañante;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-1050;60134;Cañuelas;28/02/2017;6:40:00;Nocturno;21;Femenino;Acompañante;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Egresos hospitalarios;2-2017-1245;60070;Baradero;28/02/2017;Sin especificar;Sin especificar;20;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1052;60274;Florencio Varela;01/03/2017;16:00:00;Diurno;Sin especificar;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1128;60274;Florencio Varela;01/03/2017;0:01:00;Nocturno;32;Femenino;Acompañante;Automóvil;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-952;60515;Malvinas Argentinas;01/03/2017;20:00:00;Nocturno;33;Femenino;Acompañante;Automóvil;Autopista provincial;Vuelco/Despiste;Sin especificar
Reparos;3-2017-1315;60655;Punta Indio;01/03/2017;7:00:00;Nocturno;75;Masculino;Sin especificar;Sin especificar;Ruta Provincial;Sin especificar;Sin especificar
Reparos;3-2017-1322;60042;Ayacucho;01/03/2017;18:20:00;Diurno;73;Masculino;Ocupante de vehículo sin especificar;Bicicleta;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-329;60412;José C. Paz;02/03/2017;23:15:00;Nocturno;22;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-35;60274;Florencio Varela;02/03/2017;10:30:00;Diurno;39;Masculino;Acompañante;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-654;;;02/03/2017;21:30:00;Nocturno;17;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-953;60515;Malvinas Argentinas;02/03/2017;9:00:00;Diurno;Sin especificar;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1290;;;02/03/2017;Sin especificar;Sin especificar;17;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-330;60778;San Vicente;03/03/2017;7:00:00;Nocturno;Sin especificar;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-36;60274;Florencio Varela;04/03/2017;4:38:00;Nocturno;46;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-439;60515;Malvinas Argentinas;04/03/2017;4:00:00;Nocturno;19;Femenino;Acompañante;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-790;;;04/03/2017;20:00:00;Nocturno;17;Masculino;Conductor;Bicicleta;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1129;60274;Florencio Varela;05/03/2017;5:50:00;Nocturno;Sin especificar;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Otro
Ministerio de Seguridad;1-2017-917;;;05/03/2017;21:00:00;Nocturno;1;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Egresos hospitalarios;2-2017-1299;60134;Cañuelas;05/03/2017;Sin especificar;Sin especificar;96;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1130;60134;Cañuelas;06/03/2017;17:45:00;Diurno;Sin especificar;Masculino;Conductor;Camioneta;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1131;60466;Lezama;06/03/2017;22:50:00;Nocturno;Sin especificar;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-331;60412;José C. Paz;06/03/2017;2:00:00;Nocturno;23;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-700;60274;Florencio Varela;06/03/2017;21:31:00;Nocturno;18;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-791;;;06/03/2017;16:00:00;Diurno;81;Masculino;Conductor;Motocicleta;Calle;Sin especificar;Bueno
Ministerio de Seguridad;1-2017-1132;60134;Cañuelas;07/03/2017;5:30:00;Nocturno;21;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-37;60274;Florencio Varela;07/03/2017;18:50:00;Diurno;66;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-332;60084;Benito Juárez;08/03/2017;22:30:00;Nocturno;54;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1263;;;09/03/2017;Sin especificar;Sin especificar;81;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1133;60274;Florencio Varela;10/03/2017;5:00:00;Nocturno;29;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-655;;;10/03/2017;20:30:00;Nocturno;51;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-995;60778;San Vicente;10/03/2017;11:00:00;Diurno;23;Masculino;Conductor;Motocicleta;Calle;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1207;60218;Chascomús;10/03/2017;Sin especificar;Sin especificar;15;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1220;60466;Lezama;10/03/2017;Sin especificar;Sin especificar;46;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1291;60134;Cañuelas;10/03/2017;Sin especificar;Sin especificar;23;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-38;60515;Malvinas Argentinas;11/03/2017;13:05:00;Diurno;85;Femenino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Lluvia
Ministerio de Seguridad;1-2017-400;60655;Punta Indio;11/03/2017;16:00:00;Diurno;52;Masculino;Conductor;Motocicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-467;;;11/03/2017;14:00:00;Diurno;65;Masculino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-468;60778;San Vicente;11/03/2017;0:20:00;Nocturno;18;Masculino;Acompañante;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1191;60218;Chascomús;11/03/2017;Sin especificar;Sin especificar;55;Femenino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Reparos;3-2017-1307;60084;Benito Juárez;11/03/2017;13:00:00;Diurno;54;Femenino;Ocupante de vehículo sin especificar;Automóvil;Ruta Provincial;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1053;60270;Ezeiza;12/03/2017;9:15:00;Diurno;20;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-333;60084;Benito Juárez;12/03/2017;18:50:00;Diurno;29;Femenino;Acompañante;Camioneta;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-39;60028;Almirante Brown;12/03/2017;0:10:00;Nocturno;23;Masculino;Conductor;Automóvil;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-399;60655;Punta Indio;12/03/2017;6:30:00;Nocturno;Sin especificar;Femenino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-452;60056;Bahía Blanca;12/03/2017;3:30:00;Nocturno;28;Masculino;Conductor;Motocicleta;Calle;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-1051;60410;Ituzaingó;13/03/2017;10:30:00;Diurno;51;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-40;60134;Cañuelas;13/03/2017;5:40:00;Nocturno;20;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Objeto;Bueno
Ministerio de Seguridad;1-2017-996;60466;Lezama;13/03/2017;15:30:00;Diurno;29;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Egresos hospitalarios;2-2017-1242;60218;Chascomús;13/03/2017;Sin especificar;Sin especificar;41;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1283;60056;Bahía Blanca;13/03/2017;Sin especificar;Sin especificar;28;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1134;60134;Cañuelas;14/03/2017;12:00:00;Diurno;31;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1135;60412;José C. Paz;14/03/2017;12:00:00;Diurno;37;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-289;60778;San Vicente;14/03/2017;5:50:00;Nocturno;21;Masculino;Peatón;Peatón;Ruta nacional;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-47;60274;Florencio Varela;14/03/2017;11:30:00;Diurno;34;Masculino;Conductor;Bicicleta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-41;60063;Balcarce;17/03/2017;6:30:00;Nocturno;21;Masculino;Acompañante;Camión;Ruta nacional;Colisión vehículo/Vehículo;Otro
Ministerio de Seguridad;1-2017-545;60515;Malvinas Argentinas;17/03/2017;19:00:00;Diurno;51;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-728;;;17/03/2017;23:00:00;Nocturno;60;Masculino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-729;;;17/03/2017;13:10:00;Diurno;Sin especificar;Masculino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Otro
Ministerio de Seguridad;1-2017-997;60218;Chascomús;17/03/2017;19:05:00;Nocturno;20;Masculino;Conductor;Sin especificar;Calle;Sin especificar;Bueno
Ministerio de Seguridad;1-2017-231;60760;San Miguel;18/03/2017;21:40:00;Nocturno;17;Masculino;Conductor;Motocicleta;Calle;Sin especificar;Bueno
Ministerio de Seguridad;1-2017-232;60648;Presidente Perón;18/03/2017;7:20:00;Diurno;29;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-44;60218;Chascomús;18/03/2017;8:10:00;Diurno;67;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-544;60515;Malvinas Argentinas;18/03/2017;19:00:00;Diurno;30;Masculino;Conductor;Motocicleta;Sin especificar;Colisión vehículo/Vehículo;Sin especificar
